Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
671,15075,56048.7,0,0,0,40973.7,
672,10575,10575,0,0,0,0,
673,9000,9000,0,0,0,0,
674,8415,8415,0,0,0,0,
675,8310,8310,0,0,0,0,
676,8145,8145,0,0,0,0,
677,8970,8970,0,0,0,0,
678,12225,12225,0,0,0,0,
679,16920,16920,0,0,0,0,
680,15720,15720,3690,0,-3690,0,
681,12795,12795,10260,0,-10260,0,
682,12855,2524.5,16740,10330.5,-5865.79,0,
683,12525,-24753,39240,37278,0,0,
684,11790,-37800,52200,49590,0,0,
685,11685,-39358.5,53730,51043.5,0,0,
686,11580,-29631,43380,41211,0,0,
687,12120,-21652.5,35550,33772.5,0,0,
688,14220,-6813,22140,21033,0,0,
689,19080,0,3150,19080,16934.2,0,
690,24900,24900,0,0,0,0,
691,28005,28005,0,0,0,0,
692,27450,76950,0,0,0,49500,
693,23940,73440,0,0,0,49500,
694,19515,69015,0,0,0,49500,
695,15150,56123.7,0,0,0,40973.7,
696,10560,10560,0,0,0,0,
697,9075,9075,0,0,0,0,
698,8460,8460,0,0,0,0,
699,8475,8475,0,0,0,0,
700,8400,8400,0,0,0,0,
701,9240,9240,0,0,0,0,
